# alpha 0.125
# g 9.8
# dt 0.336667
# t1 0
# t2 16.6667
# v0 11.6667
# z0 0.12
0  0.12
0.340136  3.44613
0.680272  5.52379
1.02041  6.40494
1.36054  6.1394
1.70068  4.77488
2.04082  2.35714
2.38095  -1.06998
2.72109  -5.46447
3.06122  -10.7861
3.40136  -16.9961
3.7415  -24.0578
4.08163  -31.9355
4.42177  -40.5953
4.7619  -50.0046
5.10204  -60.1323
5.44218  -70.9484
5.78231  -82.4244
6.12245  -94.5327
6.46259  -107.247
6.80272  -120.542
7.14286  -134.394
7.48299  -148.779
7.82313  -163.675
8.16327  -179.061
8.5034  -194.917
8.84354  -211.223
9.18367  -227.96
9.52381  -245.111
9.86395  -262.657
10.2041  -280.583
10.5442  -298.873
10.8844  -317.512
11.2245  -336.485
11.5646  -355.778
11.9048  -375.378
12.2449  -395.272
12.585  -415.448
12.9252  -435.895
13.2653  -456.6
13.6054  -477.553
13.9456  -498.745
14.2857  -520.164
14.6259  -541.801
14.966  -563.648
15.3061  -585.696
15.6463  -607.935
15.9864  -630.36
16.3265  -652.96
16.6667  -675.73
