# alpha 0.125
# g 9.8
# dt 0.227778
# t1 0
# t2 14.4444
# v0 9.44444
# z0 0.12
0  0.12
0.229277  1.99952
0.458554  3.31808
0.687831  4.09154
0.917108  4.33529
1.14638  4.0643
1.37566  3.29312
1.60494  2.03587
1.83422  0.306283
2.06349  -1.88229
2.29277  -4.51688
2.52205  -7.58489
2.75132  -11.0741
2.9806  -14.9725
3.20988  -19.2687
3.43915  -23.9513
3.66843  -29.0095
3.89771  -34.4327
4.12698  -40.2104
4.35626  -46.3328
4.58554  -52.7901
4.81481  -59.5728
5.04409  -66.6717
5.27337  -74.0779
5.50265  -81.7827
5.73192  -89.7777
5.9612  -98.0546
6.19048  -106.606
6.41975  -115.423
6.64903  -124.499
6.87831  -133.826
7.10758  -143.398
7.33686  -153.207
7.56614  -163.247
7.79541  -173.511
8.02469  -183.993
8.25397  -194.687
8.48325  -205.586
8.71252  -216.685
8.9418  -227.979
9.17108  -239.461
9.40035  -251.127
9.62963  -262.971
9.85891  -274.988
10.0882  -287.174
10.3175  -299.523
10.5467  -312.031
10.776  -324.694
11.0053  -337.506
11.2346  -350.465
11.4638  -363.565
11.6931  -376.803
11.9224  -390.175
12.1517  -403.677
12.381  -417.305
12.6102  -431.056
12.8395  -444.927
13.0688  -458.913
13.2981  -473.012
13.5273  -487.221
13.7566  -501.536
13.9859  -515.954
14.2152  -530.473
14.4444  -545.09
