# alpha 0.125
# g 9.8
# dt 0.391111
# t1 0
# t2 17.7778
# v0 12.7778
# z0 0.12
0  0.12
0.395062  4.29307
0.790123  6.77269
1.18519  7.64047
1.58025  6.97407
1.97531  4.8474
2.37037  1.33083
2.76543  -3.50867
3.16049  -9.60735
3.55556  -16.9046
3.95062  -25.3425
4.34568  -34.8663
4.74074  -45.4236
5.1358  -56.9645
5.53086  -69.4418
5.92593  -82.8102
6.32099  -97.0268
6.71605  -112.051
7.11111  -127.843
7.50617  -144.367
7.90123  -161.587
8.2963  -179.47
8.69136  -197.984
9.08642  -217.097
9.48148  -236.783
9.87654  -257.012
10.2716  -277.759
10.6667  -298.998
11.0617  -320.707
11.4568  -342.861
11.8519  -365.441
12.2469  -388.425
12.642  -411.794
13.037  -435.53
13.4321  -459.614
13.8272  -484.03
14.2222  -508.762
14.6173  -533.795
15.0123  -559.114
15.4074  -584.705
15.8025  -610.556
16.1975  -636.653
16.5926  -662.986
16.9877  -689.541
17.3827  -716.31
17.7778  -743.282
