# alpha 0.125
# g 9.8
# dt 0.282222
# t1 0
# t2 15.5556
# v0 10.5556
# z0 0.12
0  0.12
0.282828  2.66587
0.565657  4.35309
0.848485  5.21147
1.13131  5.26981
1.41414  4.5559
1.69697  3.09656
1.9798  0.917695
2.26263  -1.95571
2.54545  -5.49954
2.82828  -9.69049
3.11111  -14.5061
3.39394  -19.9246
3.67677  -25.9252
3.9596  -32.4875
4.24242  -39.5922
4.52525  -47.2202
4.80808  -55.3535
5.09091  -63.9746
5.37374  -73.0664
5.65657  -82.6126
5.93939  -92.5974
6.22222  -103.006
6.50505  -113.823
6.78788  -125.034
7.07071  -136.626
7.35354  -148.586
7.63636  -160.9
7.91919  -173.557
8.20202  -186.545
8.48485  -199.852
8.76768  -213.466
9.05051  -227.378
9.33333  -241.577
9.61616  -256.053
9.89899  -270.797
10.1818  -285.798
10.4646  -301.049
10.7475  -316.54
11.0303  -332.263
11.3131  -348.21
11.596  -364.374
11.8788  -380.746
12.1616  -397.32
12.4444  -414.088
12.7273  -431.044
13.0101  -448.182
13.2929  -465.494
13.5758  -482.975
13.8586  -500.619
14.1414  -518.421
14.4242  -536.374
14.7071  -554.474
14.9899  -572.716
15.2727  -591.094
15.5556  -609.604
