# alpha 0.125
# g 9.8
# dt 0.118889
# t1 0
# t2 12.2222
# v0 7.22222
# z0 0.12
0  0.12
0.119826  0.908954
0.239651  1.54652
0.359477  2.03494
0.479303  2.37644
0.599129  2.5732
0.718954  2.62737
0.83878  2.54108
0.958606  2.31641
1.07843  1.95541
1.19826  1.46013
1.31808  0.832538
1.43791  0.0746193
1.55773  -0.811694
1.67756  -1.82449
1.79739  -2.9619
1.91721  -4.22205
2.03704  -5.60314
2.15686  -7.10335
2.27669  -8.72092
2.39651  -10.4541
2.51634  -12.3012
2.63617  -14.2605
2.75599  -16.3303
2.87582  -18.509
2.99564  -20.795
3.11547  -23.1866
3.23529  -25.6824
3.35512  -28.2807
3.47495  -30.9801
3.59477  -33.779
3.7146  -36.6759
3.83442  -39.6694
3.95425  -42.7581
4.07407  -45.9406
4.1939  -49.2153
4.31373  -52.5811
4.43355  -56.0365
4.55338  -59.5802
4.6732  -63.2108
4.79303  -66.9272
4.91285  -70.7279
5.03268  -74.6118
5.15251  -78.5777
5.27233  -82.6242
5.39216  -86.7502
5.51198  -90.9546
5.63181  -95.2361
5.75163  -99.5937
5.87146  -104.026
5.99129  -108.532
6.11111  -113.111
6.23094  -117.762
6.35076  -122.482
6.47059  -127.273
6.59041  -132.132
6.71024  -137.058
6.83007  -142.051
6.94989  -147.109
7.06972  -152.232
7.18954  -157.418
7.30937  -162.667
7.42919  -167.977
7.54902  -173.348
7.66885  -178.779
7.78867  -184.269
7.9085  -189.816
8.02832  -195.421
8.14815  -201.083
8.26797  -206.8
8.3878  -212.571
8.50763  -218.397
8.62745  -224.275
8.74728  -230.206
8.8671  -236.188
8.98693  -242.221
9.10675  -248.304
9.22658  -254.436
9.34641  -260.616
9.46623  -266.845
9.58606  -273.12
9.70588  -279.442
9.82571  -285.81
9.94553  -292.222
10.0654  -298.679
10.1852  -305.18
10.305  -311.723
10.4248  -318.309
10.5447  -324.937
10.6645  -331.605
10.7843  -338.315
10.9041  -345.064
11.024  -351.853
11.1438  -358.68
11.2636  -365.545
11.3834  -372.448
11.5033  -379.388
11.6231  -386.365
11.7429  -393.378
11.8627  -400.426
11.9826  -407.508
12.1024  -414.626
12.2222  -421.777
