# alpha 0.125
# g 9.8
# dt 0.5
# t1 0
# t2 20
# v0 15
# z0 0.12
0  0.12
0.5  6.19056
1  9.51831
1.5  10.2694
2  8.60005
2.5  4.6568
3  -1.42255
3.5  -9.50858
4  -19.4797
4.5  -31.2217
5  -44.6273
5.5  -59.5958
6  -76.0323
6.5  -93.848
7  -112.959
7.5  -133.288
8  -154.76
8.5  -177.305
9  -200.86
9.5  -225.363
10  -250.756
10.5  -276.986
11  -304.002
11.5  -331.756
12  -360.203
12.5  -389.302
13  -419.012
13.5  -449.298
14  -480.124
14.5  -511.457
15  -543.267
15.5  -575.524
16  -608.203
16.5  -641.276
17  -674.72
17.5  -708.514
18  -742.634
18.5  -777.063
19  -811.78
19.5  -846.77
20  -882.014
