# alpha 0.125
# g 9.8
# dt 0.445556
# t1 0
# t2 18.8889
# v0 13.8889
# z0 0.12
0  0.12
0.449735  5.22123
0.899471  8.11611
1.34921  8.92525
1.79894  7.76269
2.24868  4.73619
2.69841  -0.0523345
3.14815  -6.50658
3.59788  -14.5355
4.04762  -24.0529
4.49735  -34.9776
4.94709  -47.2325
5.39683  -60.745
5.84656  -75.4463
6.2963  -91.2715
6.74603  -108.159
7.19577  -126.051
7.6455  -144.892
8.09524  -164.631
8.54497  -185.218
8.99471  -206.607
9.44444  -228.755
9.89418  -251.619
10.3439  -275.161
10.7937  -299.343
11.2434  -324.131
11.6931  -349.491
12.1429  -375.393
12.5926  -401.806
13.0423  -428.702
13.4921  -456.056
13.9418  -483.842
14.3915  -512.036
14.8413  -540.617
15.291  -569.563
15.7407  -598.854
16.1905  -628.471
16.6402  -658.396
17.0899  -688.614
17.5397  -719.106
17.9894  -749.86
18.4392  -780.859
18.8889  -812.092
