1	224.243
1.5	195.542
2	175.042
2.5	161.588
3	146.731
3.5	143.162
4	146.276
4.5	148.437
5	156.143
5.5	165.835
6.5	153.47
7.5	152.712
8.5	146.023
9.5	151.401
10.5	161.632
11.5	159.09
12.5	153.659
13.5	146.439
14.5	134.689
15.5	129.537
16.5	141.964
17.5	143.269
18.5	152.165
19.5	140.594
20.5	143.125
21.5	156.905
22.5	159.552
23.5	165.623
24.5	169.784
25.5	163.889
26.5	148.919
27.5	138.124
28.5	139.57
29.5	152.552
30.5	145.139
31.5	126.126
32.5	121.715
33.5	119.517
34.5	129.127
35.5	137.02
36.5	154.634
37.5	159.639
38.5	161.356
39.5	157.144
40.5	156.775
41.5	168.896
42.5	179.998
43.5	191.338
44.5	171.157
45.5	167.988
46.5	152.082
47.5	164.31
48.5	150.186
49.5	146.98
50.5	138.586
51.5	133.994
52.5	129.657
53.5	109.603
54.5	127.299
55.5	127.849
56.5	131.703
57.5	129.042
58.5	144.562
59.5	157.724
60.5	173.693
61.5	171.74
62.5	172.068
63.5	186.115
64.5	173.124
65.5	171.35
66.5	177.068
67.5	166.551
68.5	165.806
69.5	153.049
70.5	154.368
71.5	161.626
72.5	158.517
73.5	162.445
74.5	168.348
75.5	157.232
76.5	158.456
77.5	165.391
78.5	149.872
79.5	154.484
80.5	148.03
81.5	136.258
82.5	131.116
83.5	120.98
84.5	122.15
85.5	137.982
86.5	131.718
87.5	125.227
88.5	139.404
89.5	145.645
90.5	152.91
91.5	164.992
92.5	167.689
93.5	171.419
94.5	170.167
95.5	156.046
96.5	161.413
97.5	177.801
98.5	167.986
99.5	170.384
100.5	162.297
101.5	145.92
102.5	157.745
103.5	156.428
104.5	154.244
105.5	160.698
106.5	148.087
107.5	136.765
108.5	143.193
109.5	137.259
110.5	137.588
111.5	149.371
112.5	131.506
113.5	127.761
114.5	142.059
115.5	137.193
116.5	155.989
117.5	159.409
118.5	154.757
119.5	145.354
120.5	135.692
121.5	132.12
122.5	146.12
123.5	147.542
124.5	135.927
125.5	136.721
126.5	120.027
127.5	117.883
128.5	128.077
129.5	135.819
130.5	144.531
131.5	143.403
132.5	138.342
133.5	143.89
134.5	137.299
135.5	132.576
136.5	131.461
137.5	123.068
138.5	126.103
